node_id,parent_id,level,name_en,name_zh,slug,source_type,source_url,status,example_product_types,case_folder,notes
office-products.envelopes-mailers-and-shipping-supplies.mailer-envelopes,office-products.envelopes-mailers-and-shipping-supplies,L4,Mailer Envelopes,,mailer-envelopes,manual,,placeholder,mailer envelopes,cases/office-products/envelopes-mailers-and-shipping-supplies/mailer-envelopes/,Derived product type
office-products.envelopes-mailers-and-shipping-supplies.shipping-labels,office-products.envelopes-mailers-and-shipping-supplies,L4,Shipping Labels,,shipping-labels,manual,,placeholder,shipping labels,cases/office-products/envelopes-mailers-and-shipping-supplies/shipping-labels/,Derived product type
office-products.envelopes-mailers-and-shipping-supplies.packing-tape,office-products.envelopes-mailers-and-shipping-supplies,L4,Packing Tape,,packing-tape,manual,,placeholder,packing tape,cases/office-products/envelopes-mailers-and-shipping-supplies/packing-tape/,Derived product type
office-products.office-electronics,office-products,L2,Office Electronics,办公电子,office-electronics,user_screenshot/manual,,planned,printer ink cartridge; label maker,cases/office-products/office-electronics/,Generic examples only
office-products.office-electronics.printer-ink-cartridge,office-products.office-electronics,L4,Printer Ink Cartridge,,printer-ink-cartridge,manual,,placeholder,printer ink cartridge,cases/office-products/office-electronics/printer-ink-cartridge/,Derived product type
office-products.office-electronics.label-maker,office-products.office-electronics,L4,Label Maker,,label-maker,manual,,placeholder,label maker,cases/office-products/office-electronics/label-maker/,Derived product type
office-products.office-furniture-and-accessories,office-products,L2,Office Furniture & Accessories,办公家具与配件,office-furniture-and-accessories,user_screenshot/manual,,planned,desk organizer; monitor stand,cases/office-products/office-furniture-and-accessories/,Generic examples only
office-products.office-furniture-and-accessories.desk-organizer,office-products.office-furniture-and-accessories,L4,Desk Organizer,,desk-organizer,manual,,placeholder,desk organizer,cases/office-products/office-furniture-and-accessories/desk-organizer/,Derived product type
office-products.office-furniture-and-accessories.monitor-stand,office-products.office-furniture-and-accessories,L4,Monitor Stand,,monitor-stand,manual,,placeholder,monitor stand,cases/office-products/office-furniture-and-accessories/monitor-stand/,Derived product type
office-products.office-lighting,office-products,L2,Office Lighting,办公照明,office-lighting,user_screenshot/manual,,planned,desk lamp; LED task light,cases/office-products/office-lighting/,Generic examples only
office-products.office-lighting.desk-lamp,office-products.office-lighting,L4,Desk Lamp,,desk-lamp,manual,,placeholder,desk lamp,cases/office-products/office-lighting/desk-lamp/,Derived product type
office-products.office-lighting.led-task-light,office-products.office-lighting,L4,Led Task Light,,led-task-light,manual,,placeholder,LED task light,cases/office-products/office-lighting/led-task-light/,Derived product type
office-products.office-supplies,office-products,L2,Office Supplies,办公耗材,office-supplies,user_screenshot/manual,,planned,copy paper; writing notepad,cases/office-products/office-supplies/,Generic examples only
office-products.office-supplies.copy-paper,office-products.office-supplies,L4,Copy Paper,,copy-paper,manual,,placeholder,copy paper,cases/office-products/office-supplies/copy-paper/,Derived product type
office-products.office-supplies.writing-notepad,office-products.office-supplies,L4,Writing Notepad,,writing-notepad,manual,,placeholder,writing notepad,cases/office-products/office-supplies/writing-notepad/,Derived product type
office-products.presentation-boards,office-products,L2,Presentation Boards,展示板,presentation-boards,user_screenshot/manual,,planned,poster board; presentation board,cases/office-products/presentation-boards/,Generic examples only
office-products.presentation-boards.poster-board,office-products.presentation-boards,L4,Poster Board,,poster-board,manual,,placeholder,poster board,cases/office-products/presentation-boards/poster-board/,Derived product type
office-products.presentation-boards.presentation-board,office-products.presentation-boards,L4,Presentation Board,,presentation-board,manual,,placeholder,presentation board,cases/office-products/presentation-boards/presentation-board/,Derived product type
patio-lawn-and-garden,amazon-best-sellers,L1,"Patio, Lawn & Garden",庭院、草坪与园艺,patio-lawn-and-garden,user_screenshot/manual,,in_progress,bat house; farm gate accessory; garden seeds; portable generator; grill tool set,cases/patio-lawn-and-garden/,Public generic taxonomy
patio-lawn-and-garden.backyard-birding-and-wildlife,patio-lawn-and-garden,L2,Backyard Birding & Wildlife,后院观鸟与野生动物用品,backyard-birding-and-wildlife,user_screenshot/manual,,planned,bat house; bird feeder; insect hotel,cases/patio-lawn-and-garden/backyard-birding-and-wildlife/,Generic examples only
patio-lawn-and-garden.backyard-birding-and-wildlife.bat-house,patio-lawn-and-garden.backyard-birding-and-wildlife,L4,Bat House,,bat-house,manual,,placeholder,bat house,cases/patio-lawn-and-garden/backyard-birding-and-wildlife/bat-house/,Derived product type
patio-lawn-and-garden.backyard-birding-and-wildlife.bird-feeder,patio-lawn-and-garden.backyard-birding-and-wildlife,L4,Bird Feeder,,bird-feeder,manual,,placeholder,bird feeder,cases/patio-lawn-and-garden/backyard-birding-and-wildlife/bird-feeder/,Derived product type
patio-lawn-and-garden.backyard-birding-and-wildlife.insect-hotel,patio-lawn-and-garden.backyard-birding-and-wildlife,L4,Insect Hotel,,insect-hotel,manual,,placeholder,insect hotel,cases/patio-lawn-and-garden/backyard-birding-and-wildlife/insect-hotel/,Derived product type
patio-lawn-and-garden.farm-and-ranch,patio-lawn-and-garden,L2,Farm & Ranch,农场与牧场,farm-and-ranch,user_screenshot/manual,,planned,farm gate accessory; ranch tool,cases/patio-lawn-and-garden/farm-and-ranch/,Generic examples only
patio-lawn-and-garden.farm-and-ranch.farm-gate-accessory,patio-lawn-and-garden.farm-and-ranch,L4,Farm Gate Accessory,,farm-gate-accessory,manual,,placeholder,farm gate accessory,cases/patio-lawn-and-garden/farm-and-ranch/farm-gate-accessory/,Derived product type
patio-lawn-and-garden.farm-and-ranch.ranch-tool,patio-lawn-and-garden.farm-and-ranch,L4,Ranch Tool,,ranch-tool,manual,,placeholder,ranch tool,cases/patio-lawn-and-garden/farm-and-ranch/ranch-tool/,Derived product type
patio-lawn-and-garden.gardening,patio-lawn-and-garden,L2,Gardening,园艺,gardening,user_screenshot/manual,,planned,garden seeds; plant food; garden sprayer,cases/patio-lawn-and-garden/gardening/,Generic examples only
patio-lawn-and-garden.gardening.garden-seeds,patio-lawn-and-garden.gardening,L4,Garden Seeds,,garden-seeds,manual,,placeholder,garden seeds,cases/patio-lawn-and-garden/gardening/garden-seeds/,Derived product type
patio-lawn-and-garden.gardening.plant-food,patio-lawn-and-garden.gardening,L4,Plant Food,,plant-food,manual,,placeholder,plant food,cases/patio-lawn-and-garden/gardening/plant-food/,Derived product type
patio-lawn-and-garden.gardening.garden-sprayer,patio-lawn-and-garden.gardening,L4,Garden Sprayer,,garden-sprayer,manual,,placeholder,garden sprayer,cases/patio-lawn-and-garden/gardening/garden-sprayer/,Derived product type
patio-lawn-and-garden.generators-and-portable-power,patio-lawn-and-garden,L2,Generators & Portable Power,发电机与便携电源,generators-and-portable-power,user_screenshot/manual,,planned,portable generator; solar power station,cases/patio-lawn-and-garden/generators-and-portable-power/,Generic examples only
patio-lawn-and-garden.generators-and-portable-power.portable-generator,patio-lawn-and-garden.generators-and-portable-power,L4,Portable Generator,,portable-generator,manual,,placeholder,portable generator,cases/patio-lawn-and-garden/generators-and-portable-power/portable-generator/,Derived product type
patio-lawn-and-garden.generators-and-portable-power.solar-power-station,patio-lawn-and-garden.generators-and-portable-power,L4,Solar Power Station,,solar-power-station,manual,,placeholder,solar power station,cases/patio-lawn-and-garden/generators-and-portable-power/solar-power-station/,Derived product type
patio-lawn-and-garden.grills-and-outdoor-cooking,patio-lawn-and-garden,L2,Grills & Outdoor Cooking,烤炉与户外烹饪,grills-and-outdoor-cooking,user_screenshot/manual,,planned,grill tool set; meat thermometer,cases/patio-lawn-and-garden/grills-and-outdoor-cooking/,Generic examples only
patio-lawn-and-garden.grills-and-outdoor-cooking.grill-tool-set,patio-lawn-and-garden.grills-and-outdoor-cooking,L4,Grill Tool Set,,grill-tool-set,manual,,placeholder,grill tool set,cases/patio-lawn-and-garden/grills-and-outdoor-cooking/grill-tool-set/,Derived product type
patio-lawn-and-garden.grills-and-outdoor-cooking.meat-thermometer,patio-lawn-and-garden.grills-and-outdoor-cooking,L4,Meat Thermometer,,meat-thermometer,manual,,placeholder,meat thermometer,cases/patio-lawn-and-garden/grills-and-outdoor-cooking/meat-thermometer/,Derived product type
patio-lawn-and-garden.mowers-and-outdoor-power-tools,patio-lawn-and-garden,L2,Mowers & Outdoor Power Tools,割草机与户外电动工具,mowers-and-outdoor-power-tools,user_screenshot/manual,,planned,leaf blower; lawn mower accessory,cases/patio-lawn-and-garden/mowers-and-outdoor-power-tools/,Generic examples only
patio-lawn-and-garden.mowers-and-outdoor-power-tools.leaf-blower,patio-lawn-and-garden.mowers-and-outdoor-power-tools,L4,Leaf Blower,,leaf-blower,manual,,placeholder,leaf blower,cases/patio-lawn-and-garden/mowers-and-outdoor-power-tools/leaf-blower/,Derived product type
patio-lawn-and-garden.mowers-and-outdoor-power-tools.lawn-mower-accessory,patio-lawn-and-garden.mowers-and-outdoor-power-tools,L4,Lawn Mower Accessory,,lawn-mower-accessory,manual,,placeholder,lawn mower accessory,cases/patio-lawn-and-garden/mowers-and-outdoor-power-tools/lawn-mower-accessory/,Derived product type
patio-lawn-and-garden.outdoor-d-cor,patio-lawn-and-garden,L2,Outdoor Décor,户外装饰,outdoor-d-cor,user_screenshot/manual,,planned,garden lights; decorative planter,cases/patio-lawn-and-garden/outdoor-d-cor/,Generic examples only
patio-lawn-and-garden.outdoor-d-cor.garden-lights,patio-lawn-and-garden.outdoor-d-cor,L4,Garden Lights,,garden-lights,manual,,placeholder,garden lights,cases/patio-lawn-and-garden/outdoor-d-cor/garden-lights/,Derived product type
patio-lawn-and-garden.outdoor-d-cor.decorative-planter,patio-lawn-and-garden.outdoor-d-cor,L4,Decorative Planter,,decorative-planter,manual,,placeholder,decorative planter,cases/patio-lawn-and-garden/outdoor-d-cor/decorative-planter/,Derived product type
patio-lawn-and-garden.outdoor-heating,patio-lawn-and-garden,L2,Outdoor Heating,户外取暖,outdoor-heating,user_screenshot/manual,,planned,patio heater; fire pit cover,cases/patio-lawn-and-garden/outdoor-heating/,Generic examples only
patio-lawn-and-garden.outdoor-heating.patio-heater,patio-lawn-and-garden.outdoor-heating,L4,Patio Heater,,patio-heater,manual,,placeholder,patio heater,cases/patio-lawn-and-garden/outdoor-heating/patio-heater/,Derived product type
patio-lawn-and-garden.outdoor-heating.fire-pit-cover,patio-lawn-and-garden.outdoor-heating,L4,Fire Pit Cover,,fire-pit-cover,manual,,placeholder,fire pit cover,cases/patio-lawn-and-garden/outdoor-heating/fire-pit-cover/,Derived product type
patio-lawn-and-garden.outdoor-storage,patio-lawn-and-garden,L2,Outdoor Storage,户外收纳,outdoor-storage,user_screenshot/manual,,planned,deck storage box; garden hose reel,cases/patio-lawn-and-garden/outdoor-storage/,Generic examples only
patio-lawn-and-garden.outdoor-storage.deck-storage-box,patio-lawn-and-garden.outdoor-storage,L4,Deck Storage Box,,deck-storage-box,manual,,placeholder,deck storage box,cases/patio-lawn-and-garden/outdoor-storage/deck-storage-box/,Derived product type
patio-lawn-and-garden.outdoor-storage.garden-hose-reel,patio-lawn-and-garden.outdoor-storage,L4,Garden Hose Reel,,garden-hose-reel,manual,,placeholder,garden hose reel,cases/patio-lawn-and-garden/outdoor-storage/garden-hose-reel/,Derived product type
patio-lawn-and-garden.patio-furniture-and-accessories,patio-lawn-and-garden,L2,Patio Furniture & Accessories,庭院家具与配件,patio-furniture-and-accessories,user_screenshot/manual,,planned,patio chair cover; outdoor cushion,cases/patio-lawn-and-garden/patio-furniture-and-accessories/,Generic examples only
patio-lawn-and-garden.patio-furniture-and-accessories.patio-chair-cover,patio-lawn-and-garden.patio-furniture-and-accessories,L4,Patio Chair Cover,,patio-chair-cover,manual,,placeholder,patio chair cover,cases/patio-lawn-and-garden/patio-furniture-and-accessories/patio-chair-cover/,Derived product type
patio-lawn-and-garden.patio-furniture-and-accessories.outdoor-cushion,patio-lawn-and-garden.patio-furniture-and-accessories,L4,Outdoor Cushion,,outdoor-cushion,manual,,placeholder,outdoor cushion,cases/patio-lawn-and-garden/patio-furniture-and-accessories/outdoor-cushion/,Derived product type
patio-lawn-and-garden.pest-control,patio-lawn-and-garden,L2,Pest Control,害虫控制,pest-control,user_screenshot/manual,,planned,fly trap; mosquito dunks,cases/patio-lawn-and-garden/pest-control/,Generic examples only
patio-lawn-and-garden.pest-control.fly-trap,patio-lawn-and-garden.pest-control,L4,Fly Trap,,fly-trap,manual,,placeholder,fly trap,cases/patio-lawn-and-garden/pest-control/fly-trap/,Derived product type
patio-lawn-and-garden.pest-control.mosquito-dunks,patio-lawn-and-garden.pest-control,L4,Mosquito Dunks,,mosquito-dunks,manual,,placeholder,mosquito dunks,cases/patio-lawn-and-garden/pest-control/mosquito-dunks/,Derived product type
patio-lawn-and-garden.pools-hot-tubs-and-supplies,patio-lawn-and-garden,L2,"Pools, Hot Tubs & Supplies",泳池、热水浴缸与用品,pools-hot-tubs-and-supplies,user_screenshot/manual,,planned,pool shock; pool test strips,cases/patio-lawn-and-garden/pools-hot-tubs-and-supplies/,Generic examples only
patio-lawn-and-garden.pools-hot-tubs-and-supplies.pool-shock,patio-lawn-and-garden.pools-hot-tubs-and-supplies,L4,Pool Shock,,pool-shock,manual,,placeholder,pool shock,cases/patio-lawn-and-garden/pools-hot-tubs-and-supplies/pool-shock/,Derived product type
patio-lawn-and-garden.pools-hot-tubs-and-supplies.pool-test-strips,patio-lawn-and-garden.pools-hot-tubs-and-supplies,L4,Pool Test Strips,,pool-test-strips,manual,,placeholder,pool test strips,cases/patio-lawn-and-garden/pools-hot-tubs-and-supplies/pool-test-strips/,Derived product type
patio-lawn-and-garden.snow-removal,patio-lawn-and-garden,L2,Snow Removal,除雪用品,snow-removal,user_screenshot/manual,,planned,snow shovel; ice melt spreader,cases/patio-lawn-and-garden/snow-removal/,Generic examples only
patio-lawn-and-garden.snow-removal.snow-shovel,patio-lawn-and-garden.snow-removal,L4,Snow Shovel,,snow-shovel,manual,,placeholder,snow shovel,cases/patio-lawn-and-garden/snow-removal/snow-shovel/,Derived product type
patio-lawn-and-garden.snow-removal.ice-melt-spreader,patio-lawn-and-garden.snow-removal,L4,Ice Melt Spreader,,ice-melt-spreader,manual,,placeholder,ice melt spreader,cases/patio-lawn-and-garden/snow-removal/ice-melt-spreader/,Derived product type
pet-supplies,amazon-best-sellers,L1,Pet Supplies,宠物用品,pet-supplies,user_screenshot/manual,,in_progress,cat toy; dog leash; aquarium filter; bird feeder; hamster toy,cases/pet-supplies/,Public generic taxonomy
pet-supplies.cats,pet-supplies,L2,Cats,猫用品,cats,user_screenshot/manual,,planned,cat toy; cat water fountain; cat grooming brush,cases/pet-supplies/cats/,Generic examples only
pet-supplies.cats.cat-toy,pet-supplies.cats,L4,Cat Toy,,cat-toy,manual,,placeholder,cat toy,cases/pet-supplies/cats/cat-toy/,Derived product type
pet-supplies.cats.cat-water-fountain,pet-supplies.cats,L4,Cat Water Fountain,,cat-water-fountain,manual,,placeholder,cat water fountain,cases/pet-supplies/cats/cat-water-fountain/,Derived product type
pet-supplies.cats.cat-grooming-brush,pet-supplies.cats,L4,Cat Grooming Brush,,cat-grooming-brush,manual,,placeholder,cat grooming brush,cases/pet-supplies/cats/cat-grooming-brush/,Derived product type
pet-supplies.dogs,pet-supplies,L2,Dogs,狗用品,dogs,user_screenshot/manual,,planned,dog leash; dog harness; dog grooming brush,cases/pet-supplies/dogs/,Generic examples only
pet-supplies.dogs.dog-leash,pet-supplies.dogs,L4,Dog Leash,,dog-leash,manual,,placeholder,dog leash,cases/pet-supplies/dogs/dog-leash/,Derived product type
pet-supplies.dogs.dog-harness,pet-supplies.dogs,L4,Dog Harness,,dog-harness,manual,,placeholder,dog harness,cases/pet-supplies/dogs/dog-harness/,Derived product type
pet-supplies.dogs.dog-grooming-brush,pet-supplies.dogs,L4,Dog Grooming Brush,,dog-grooming-brush,manual,,placeholder,dog grooming brush,cases/pet-supplies/dogs/dog-grooming-brush/,Derived product type
pet-supplies.fish-and-aquatic-pets,pet-supplies,L2,Fish & Aquatic Pets,鱼与水族宠物,fish-and-aquatic-pets,user_screenshot/manual,,planned,aquarium filter; fish food; aquarium decoration,cases/pet-supplies/fish-and-aquatic-pets/,Generic examples only
pet-supplies.fish-and-aquatic-pets.aquarium-filter,pet-supplies.fish-and-aquatic-pets,L4,Aquarium Filter,,aquarium-filter,manual,,placeholder,aquarium filter,cases/pet-supplies/fish-and-aquatic-pets/aquarium-filter/,Derived product type
pet-supplies.fish-and-aquatic-pets.fish-food,pet-supplies.fish-and-aquatic-pets,L4,Fish Food,,fish-food,manual,,placeholder,fish food,cases/pet-supplies/fish-and-aquatic-pets/fish-food/,Derived product type
pet-supplies.fish-and-aquatic-pets.aquarium-decoration,pet-supplies.fish-and-aquatic-pets,L4,Aquarium Decoration,,aquarium-decoration,manual,,placeholder,aquarium decoration,cases/pet-supplies/fish-and-aquatic-pets/aquarium-decoration/,Derived product type
pet-supplies.birds,pet-supplies,L2,Birds,鸟用品,birds,user_screenshot/manual,,planned,bird feeder; bird cage accessory,cases/pet-supplies/birds/,Generic examples only
pet-supplies.birds.bird-feeder,pet-supplies.birds,L4,Bird Feeder,,bird-feeder,manual,,placeholder,bird feeder,cases/pet-supplies/birds/bird-feeder/,Derived product type
pet-supplies.birds.bird-cage-accessory,pet-supplies.birds,L4,Bird Cage Accessory,,bird-cage-accessory,manual,,placeholder,bird cage accessory,cases/pet-supplies/birds/bird-cage-accessory/,Derived product type
pet-supplies.small-animals,pet-supplies,L2,Small Animals,小宠用品,small-animals,user_screenshot/manual,,planned,hamster toy; small animal bedding,cases/pet-supplies/small-animals/,Generic examples only
pet-supplies.small-animals.hamster-toy,pet-supplies.small-animals,L4,Hamster Toy,,hamster-toy,manual,,placeholder,hamster toy,cases/pet-supplies/small-animals/hamster-toy/,Derived product type
pet-supplies.small-animals.small-animal-bedding,pet-supplies.small-animals,L4,Small Animal Bedding,,small-animal-bedding,manual,,placeholder,small animal bedding,cases/pet-supplies/small-animals/small-animal-bedding/,Derived product type
sports-and-outdoors,amazon-best-sellers,L1,Sports & Outdoors,运动与户外,sports-and-outdoors,user_screenshot/manual,,in_progress,yoga mat; camping lantern; basketball; fishing tackle box; sports cones,cases/sports-and-outdoors/,Public generic taxonomy
sports-and-outdoors.exercise-and-fitness,sports-and-outdoors,L2,Exercise & Fitness,运动健身,exercise-and-fitness,user_screenshot/manual,,planned,yoga mat; resistance bands; water bottle,cases/sports-and-outdoors/exercise-and-fitness/,Generic examples only
sports-and-outdoors.exercise-and-fitness.yoga-mat,sports-and-outdoors.exercise-and-fitness,L4,Yoga Mat,,yoga-mat,manual,,placeholder,yoga mat,cases/sports-and-outdoors/exercise-and-fitness/yoga-mat/,Derived product type
sports-and-outdoors.exercise-and-fitness.resistance-bands,sports-and-outdoors.exercise-and-fitness,L4,Resistance Bands,,resistance-bands,manual,,placeholder,resistance bands,cases/sports-and-outdoors/exercise-and-fitness/resistance-bands/,Derived product type
sports-and-outdoors.exercise-and-fitness.water-bottle,sports-and-outdoors.exercise-and-fitness,L4,Water Bottle,,water-bottle,manual,,placeholder,water bottle,cases/sports-and-outdoors/exercise-and-fitness/water-bottle/,Derived product type
sports-and-outdoors.outdoor-recreation,sports-and-outdoors,L2,Outdoor Recreation,户外休闲,outdoor-recreation,user_screenshot/manual,,planned,camping lantern; hiking backpack; sleeping pad,cases/sports-and-outdoors/outdoor-recreation/,Generic examples only
sports-and-outdoors.outdoor-recreation.camping-lantern,sports-and-outdoors.outdoor-recreation,L4,Camping Lantern,,camping-lantern,manual,,placeholder,camping lantern,cases/sports-and-outdoors/outdoor-recreation/camping-lantern/,Derived product type
sports-and-outdoors.outdoor-recreation.hiking-backpack,sports-and-outdoors.outdoor-recreation,L4,Hiking Backpack,,hiking-backpack,manual,,placeholder,hiking backpack,cases/sports-and-outdoors/outdoor-recreation/hiking-backpack/,Derived product type
sports-and-outdoors.outdoor-recreation.sleeping-pad,sports-and-outdoors.outdoor-recreation,L4,Sleeping Pad,,sleeping-pad,manual,,placeholder,sleeping pad,cases/sports-and-outdoors/outdoor-recreation/sleeping-pad/,Derived product type
sports-and-outdoors.sports,sports-and-outdoors,L2,Sports,体育用品,sports,user_screenshot/manual,,planned,basketball; soccer training cones; pickleball paddle,cases/sports-and-outdoors/sports/,Generic examples only
sports-and-outdoors.sports.basketball,sports-and-outdoors.sports,L4,Basketball,,basketball,manual,,placeholder,basketball,cases/sports-and-outdoors/sports/basketball/,Derived product type
sports-and-outdoors.sports.soccer-training-cones,sports-and-outdoors.sports,L4,Soccer Training Cones,,soccer-training-cones,manual,,placeholder,soccer training cones,cases/sports-and-outdoors/sports/soccer-training-cones/,Derived product type
sports-and-outdoors.sports.pickleball-paddle,sports-and-outdoors.sports,L4,Pickleball Paddle,,pickleball-paddle,manual,,placeholder,pickleball paddle,cases/sports-and-outdoors/sports/pickleball-paddle/,Derived product type
sports-and-outdoors.hunting-and-fishing,sports-and-outdoors,L2,Hunting & Fishing,狩猎与钓鱼,hunting-and-fishing,user_screenshot/manual,,planned,fishing tackle box; fishing lure set,cases/sports-and-outdoors/hunting-and-fishing/,Generic examples only
sports-and-outdoors.hunting-and-fishing.fishing-tackle-box,sports-and-outdoors.hunting-and-fishing,L4,Fishing Tackle Box,,fishing-tackle-box,manual,,placeholder,fishing tackle box,cases/sports-and-outdoors/hunting-and-fishing/fishing-tackle-box/,Derived product type
sports-and-outdoors.hunting-and-fishing.fishing-lure-set,sports-and-outdoors.hunting-and-fishing,L4,Fishing Lure Set,,fishing-lure-set,manual,,placeholder,fishing lure set,cases/sports-and-outdoors/hunting-and-fishing/fishing-lure-set/,Derived product type
sports-and-outdoors.team-sports,sports-and-outdoors,L2,Team Sports,团队运动,team-sports,user_screenshot/manual,,planned,sports cones; training bibs,cases/sports-and-outdoors/team-sports/,Generic examples only
sports-and-outdoors.team-sports.sports-cones,sports-and-outdoors.team-sports,L4,Sports Cones,,sports-cones,manual,,placeholder,sports cones,cases/sports-and-outdoors/team-sports/sports-cones/,Derived product type
sports-and-outdoors.team-sports.training-bibs,sports-and-outdoors.team-sports,L4,Training Bibs,,training-bibs,manual,,placeholder,training bibs,cases/sports-and-outdoors/team-sports/training-bibs/,Derived product type
tools-and-home-improvement,amazon-best-sellers,L1,Tools & Home Improvement,工具与家装,tools-and-home-improvement,user_screenshot/manual,,in_progress,weather stripping; wire connector; wall hooks; shower head; LED light strip,cases/tools-and-home-improvement/,Public generic taxonomy
tools-and-home-improvement.building-supplies,tools-and-home-improvement,L2,Building Supplies,建筑材料,building-supplies,user_screenshot/manual,,planned,weather stripping; wall repair patch,cases/tools-and-home-improvement/building-supplies/,Generic examples only
tools-and-home-improvement.building-supplies.weather-stripping,tools-and-home-improvement.building-supplies,L4,Weather Stripping,,weather-stripping,manual,,placeholder,weather stripping,cases/tools-and-home-improvement/building-supplies/weather-stripping/,Derived product type
tools-and-home-improvement.building-supplies.wall-repair-patch,tools-and-home-improvement.building-supplies,L4,Wall Repair Patch,,wall-repair-patch,manual,,placeholder,wall repair patch,cases/tools-and-home-improvement/building-supplies/wall-repair-patch/,Derived product type
tools-and-home-improvement.electrical,tools-and-home-improvement,L2,Electrical,电工电气,electrical,user_screenshot/manual,,planned,wire connector; extension cord,cases/tools-and-home-improvement/electrical/,Generic examples only
tools-and-home-improvement.electrical.wire-connector,tools-and-home-improvement.electrical,L4,Wire Connector,,wire-connector,manual,,placeholder,wire connector,cases/tools-and-home-improvement/electrical/wire-connector/,Derived product type
tools-and-home-improvement.electrical.extension-cord,tools-and-home-improvement.electrical,L4,Extension Cord,,extension-cord,manual,,placeholder,extension cord,cases/tools-and-home-improvement/electrical/extension-cord/,Derived product type
tools-and-home-improvement.hardware,tools-and-home-improvement,L2,Hardware,五金,hardware,user_screenshot/manual,,planned,wall hooks; screws assortment,cases/tools-and-home-improvement/hardware/,Generic examples only
tools-and-home-improvement.hardware.wall-hooks,tools-and-home-improvement.hardware,L4,Wall Hooks,,wall-hooks,manual,,placeholder,wall hooks,cases/tools-and-home-improvement/hardware/wall-hooks/,Derived product type
tools-and-home-improvement.hardware.screws-assortment,tools-and-home-improvement.hardware,L4,Screws Assortment,,screws-assortment,manual,,placeholder,screws assortment,cases/tools-and-home-improvement/hardware/screws-assortment/,Derived product type
tools-and-home-improvement.kitchen-and-bath-fixtures,tools-and-home-improvement,L2,Kitchen & Bath Fixtures,厨卫五金,kitchen-and-bath-fixtures,user_screenshot/manual,,planned,shower head; faucet accessory,cases/tools-and-home-improvement/kitchen-and-bath-fixtures/,Generic examples only
tools-and-home-improvement.kitchen-and-bath-fixtures.shower-head,tools-and-home-improvement.kitchen-and-bath-fixtures,L4,Shower Head,,shower-head,manual,,placeholder,shower head,cases/tools-and-home-improvement/kitchen-and-bath-fixtures/shower-head/,Derived product type
tools-and-home-improvement.kitchen-and-bath-fixtures.faucet-accessory,tools-and-home-improvement.kitchen-and-bath-fixtures,L4,Faucet Accessory,,faucet-accessory,manual,,placeholder,faucet accessory,cases/tools-and-home-improvement/kitchen-and-bath-fixtures/faucet-accessory/,Derived product type
tools-and-home-improvement.lighting-and-ceiling-fans,tools-and-home-improvement,L2,Lighting & Ceiling Fans,照明与吊扇,lighting-and-ceiling-fans,user_screenshot/manual,,planned,LED light strip; desk lamp,cases/tools-and-home-improvement/lighting-and-ceiling-fans/,Generic examples only
tools-and-home-improvement.lighting-and-ceiling-fans.led-light-strip,tools-and-home-improvement.lighting-and-ceiling-fans,L4,Led Light Strip,,led-light-strip,manual,,placeholder,LED light strip,cases/tools-and-home-improvement/lighting-and-ceiling-fans/led-light-strip/,Derived product type
tools-and-home-improvement.lighting-and-ceiling-fans.desk-lamp,tools-and-home-improvement.lighting-and-ceiling-fans,L4,Desk Lamp,,desk-lamp,manual,,placeholder,desk lamp,cases/tools-and-home-improvement/lighting-and-ceiling-fans/desk-lamp/,Derived product type
tools-and-home-improvement.measuring-and-layout-tools,tools-and-home-improvement,L2,Measuring & Layout Tools,测量与布局工具,measuring-and-layout-tools,user_screenshot/manual,,planned,measuring tape; laser level,cases/tools-and-home-improvement/measuring-and-layout-tools/,Generic examples only
tools-and-home-improvement.measuring-and-layout-tools.measuring-tape,tools-and-home-improvement.measuring-and-layout-tools,L4,Measuring Tape,,measuring-tape,manual,,placeholder,measuring tape,cases/tools-and-home-improvement/measuring-and-layout-tools/measuring-tape/,Derived product type
tools-and-home-improvement.measuring-and-layout-tools.laser-level,tools-and-home-improvement.measuring-and-layout-tools,L4,Laser Level,,laser-level,manual,,placeholder,laser level,cases/tools-and-home-improvement/measuring-and-layout-tools/laser-level/,Derived product type
tools-and-home-improvement.paint-wall-treatments-and-supplies,tools-and-home-improvement,L2,"Paint, Wall Treatments & Supplies",油漆墙面与用品,paint-wall-treatments-and-supplies,user_screenshot/manual,,planned,paint roller; masking tape,cases/tools-and-home-improvement/paint-wall-treatments-and-supplies/,Generic examples only
tools-and-home-improvement.paint-wall-treatments-and-supplies.paint-roller,tools-and-home-improvement.paint-wall-treatments-and-supplies,L4,Paint Roller,,paint-roller,manual,,placeholder,paint roller,cases/tools-and-home-improvement/paint-wall-treatments-and-supplies/paint-roller/,Derived product type
tools-and-home-improvement.paint-wall-treatments-and-supplies.masking-tape,tools-and-home-improvement.paint-wall-treatments-and-supplies,L4,Masking Tape,,masking-tape,manual,,placeholder,masking tape,cases/tools-and-home-improvement/paint-wall-treatments-and-supplies/masking-tape/,Derived product type
tools-and-home-improvement.power-and-hand-tools,tools-and-home-improvement,L2,Power & Hand Tools,电动与手动工具,power-and-hand-tools,user_screenshot/manual,,planned,cordless drill; screwdriver set,cases/tools-and-home-improvement/power-and-hand-tools/,Generic examples only
